epoch: 0, mean loss: 0.05081980510368741
epoch: 1, mean loss: 0.053780698299387475
epoch: 2, mean loss: 0.05203773269825137
epoch: 3, mean loss: 0.05828008579733476
epoch: 4, mean loss: 0.05166757835644405
epoch: 5, mean loss: 0.05297583508217112
epoch: 6, mean loss: 0.050180734367475145
epoch: 7, mean loss: 0.05001350696471402
epoch: 8, mean loss: 0.05699179943618833
epoch: 9, mean loss: 0.05594947289450402
