epoch: 0, mean loss: 0.06150760728493456
epoch: 1, mean loss: 0.05367511980610973
epoch: 2, mean loss: 0.054457133084990346
epoch: 3, mean loss: 0.05823849403012149
epoch: 4, mean loss: 0.054674903980170504
epoch: 5, mean loss: 0.057843155207162524
epoch: 6, mean loss: 0.055394786152820785
epoch: 7, mean loss: 0.05255093852697784
epoch: 8, mean loss: 0.052162988466760915
epoch: 9, mean loss: 0.0578379070382564
