epoch: 0, mean loss: 0.05340811032011304
epoch: 1, mean loss: 0.05471111947827564
epoch: 2, mean loss: 0.05367455539167889
epoch: 3, mean loss: 0.053535733152829446
epoch: 4, mean loss: 0.05490473443254628
epoch: 5, mean loss: 0.05114893414637031
epoch: 6, mean loss: 0.05359560357278101
epoch: 7, mean loss: 0.05463107740519424
epoch: 8, mean loss: 0.04863782779927678
epoch: 9, mean loss: 0.05085531821799716
