fname	t0	p_idx	p_prob	s_idx	s_prob
CX.PB14.00.NEZ.D.2012.001	2012-01-01T00:00:02.050	[87354,294206,814039,1565404,1786234,1821023,2433594,2493684,2553238,2566555,3432071,3871451,4085691,4212449,4520958,5472890,5998250,6267484,6787506,7251036,7377242,7564666,7708874,7992863,8297582,8409543,8559439]	[0.338,0.318,0.625,0.470,0.409,0.939,0.401,0.309,0.484,0.607,0.491,0.960,0.496,0.855,0.918,0.664,0.511,0.336,0.914,0.410,0.563,0.851,0.634,0.787,0.897,0.389,0.938]	[96374,241423,278422,294214,514762,539330,543061,666972,807086,817601,1277798,1541151,1566321,1725694,1825126,1975973,2139040,2433882,2566618,2725122,2808350,2930526,3368802,3432462,3872276,4169127,4279500,4522822,5162676,5166876,5173685,5473035,6709906,6790077,6998214,7230331,7565796,7709213,7854909,7994164,8301322,8409678,8559883]	[0.410,0.773,0.667,0.440,0.304,0.497,0.579,0.312,0.323,0.784,0.488,0.397,0.777,0.542,0.491,0.717,0.315,0.512,0.325,0.477,0.392,0.315,0.456,0.305,0.784,0.520,0.499,0.310,0.617,0.482,0.630,0.447,0.372,0.785,0.379,0.354,0.546,0.715,0.303,0.728,0.402,0.385,0.948]
